Synonyms	Symbol	Chromosome
-	LINC01890	2
LOC105374792	LOC105374792	2
-	LOC105374792	2
LOC105374793	LOC105374793	2
-	LOC105374793	2
LOC105374794	LOC105374794	2
-	LOC105374794	2
LOC105374795	LOC105374795	2
-	LOC105374795	2
LOC105374796	LOC105374796	2
-	LOC105374796	2
LOC105374797	LOC105374797	2
-	LOC105374797	2
LOC105374798	LOC105374798	2
-	LOC105374798	2
LOC105374800	LOC105374800	2
-	LOC105374800	2
LOC105374802	LOC105374802	2
-	LOC105374802	2
LOC105374803	LOC105374803	2
-	LOC105374803	2
LOC105374804	LOC105374804	2
-	LOC105374804	2
LOC105374806	LOC105374806	2
-	LOC105374806	2
LOC105374807	LOC105374807	2
-	LOC105374807	2
LOC105374808	LOC105374808	2
-	LOC105374808	2
LOC105374809	LOC105374809	2
-	LOC105374809	2
LOC105374810	LOC105374810	2
-	LOC105374810	2
LOC105374811	LOC105374811	2
-	LOC105374811	2
LOC105374812	LOC105374812	2
-	LOC105374812	2
LOC105374813	LOC105374813	2
-	LOC105374813	2
LOC105374814	LOC105374814	2
-	LOC105374814	2
LOC105374815	LOC105374815	2
-	LOC105374815	2
LOC105374816	LOC105374816	2
-	LOC105374816	2
LOC105374817	LOC105374817	2
-	LOC105374817	2
LOC105374818	LOC105374818	2
-	LOC105374818	2
LOC105374819	LOC105374819	2
-	LOC105374819	2
LOC105374820	LOC105374820	2
-	LOC105374820	2
LOC105374821	LOC105374821	2
-	LOC105374821	2
LOC105374822	LOC105374822	2
-	LOC105374822	2
LOC105374823	LOC105374823	2
-	LOC105374823	2
LOC105374824	LOC105374824	2
-	LOC105374824	2
LOC105374825	LOC105374825	2
-	LOC105374825	2
LOC105374827	LOC105374827	2
-	LOC105374827	2
LOC105374828	LOC105374828	2
-	LOC105374828	2
LOC105374829	LOC105374829	2
-	LOC105374829	2
LOC105374830	LOC105374830	2
-	LOC105374830	2
LOC105374831	LOC105374831	2
-	LOC105374831	2
LOC105374832	LOC105374832	2
-	LOC105374832	2
LOC105374833	LOC105374833	2
-	LOC105374833	2
LOC105374834	LOC105374834	2
-	LOC105374834	2
LOC105374835	LOC105374835	2
-	LOC105374835	2
LOC105374836	LOC105374836	2
-	LOC105374836	2
LOC105374837	LOC105374837	2
-	LOC105374837	2
LOC105374838	LOC105374838	2
-	LOC105374838	2
LOC105374839	LOC105374839	2
-	LOC105374839	2
LOC105374841	LOC105374841	2
-	LOC105374841	2
LOC105374842	LOC105374842	2
-	LOC105374842	2
LOC105374843	LOC105374843	2
-	LOC105374843	2
LOC105374845	LOC105374845	2
-	LOC105374845	2
LOC105374846	LOC105374846	2
-	LOC105374846	2
LINC01955	LINC01955	2
-	LINC01955	2
LOC105374848	LOC105374848	2
-	LOC105374848	2
LOC105374849	LOC105374849	2
-	LOC105374849	2
LOC105374850	LOC105374850	2
-	LOC105374850	2
LOC105374851	LOC105374851	2
-	LOC105374851	2
LOC105374852	LOC105374852	2
-	LOC105374852	2
LOC105374853	LOC105374853	2
-	LOC105374853	2
LOC105374854	LOC105374854	2
-	LOC105374854	2
LOC105374855	LOC105374855	2
-	LOC105374855	2
LOC105374857	LOC105374857	2
-	LOC105374857	2
LOC105374858	LOC105374858	2
-	LOC105374858	2
LOC105374859	LOC105374859	2
-	LOC105374859	2
LOC105374862	LOC105374862	2
-	LOC105374862	2
LOC105374865	LOC105374865	2
-	LOC105374865	2
LOC105374866	LOC105374866	2
-	LOC105374866	2
LOC105374868	LOC105374868	2
-	LOC105374868	2
LOC105374869	LOC105374869	6
-	LOC105374869	6
LOC105374870	LOC105374870	6
-	LOC105374870	6
LOC105374873	LOC105374873	6
-	LOC105374873	6
LOC105374875	LOC105374875	6
-	LOC105374875	6
LOC105374876	LOC105374876	6
-	LOC105374876	6
LOC105374877	LOC105374877	6
-	LOC105374877	6
LOC105374879	LOC105374879	6
-	LOC105374879	6
LOC105374880	LOC105374880	6
-	LOC105374880	6
LOC105374882	LOC105374882	6
-	LOC105374882	6
LOC105374883	LOC105374883	6
-	LOC105374883	6
LOC105374885	LOC105374885	6
-	LOC105374885	6
LOC105374887	LOC105374887	6
-	LOC105374887	6
LOC105374888	LOC105374888	6
-	LOC105374888	6
LOC105374889	LOC105374889	6
-	LOC105374889	6
LOC105374890	LOC105374890	6
-	LOC105374890	6
LOC105374891	LOC105374891	6
-	LOC105374891	6
LOC105374893	LOC105374893	6
-	LOC105374893	6
LOC105374894	LOC105374894	6
-	LOC105374894	6
LOC105374895	LOC105374895	6
-	LOC105374895	6
LOC105374896	LOC105374896	6
-	LOC105374896	6
LOC105374897	LOC105374897	6
-	LOC105374897	6
LOC105374898	LOC105374898	6
-	LOC105374898	6
LOC105374901	LOC105374901	6
-	LOC105374901	6
LOC105374902	LOC105374902	6
-	LOC105374902	6
LOC105374903	LOC105374903	6
-	LOC105374903	6
LOC105374904	LOC105374904	6
-	LOC105374904	6
LOC105374906	LOC105374906	6
-	LOC105374906	6
LOC105374907	LOC105374907	6
-	LOC105374907	6
LOC105374910	LOC105374910	6
-	LOC105374910	6
LOC105374911	LOC105374911	6
-	LOC105374911	6
LOC105374912	LOC105374912	6
-	LOC105374912	6
LOC105374913	LOC105374913	6
-	LOC105374913	6
LOC105374914	LOC105374914	6
-	LOC105374914	6
LOC105374917	LOC105374917	6
-	LOC105374917	6
LOC105374918	LOC105374918	6
-	LOC105374918	6
LOC105374919	LOC105374919	6
-	LOC105374919	6
LOC105374920	LOC105374920	6
-	LOC105374920	6
LOC105374921	LOC105374921	6
-	LOC105374921	6
LOC105374923	LOC105374923	6
-	LOC105374923	6
LOC105374924	LOC105374924	6
-	LOC105374924	6
LOC105374925	LOC105374925	6
-	LOC105374925	6
LOC105374927	LOC105374927	6
-	LOC105374927	6
LOC105374928	LOC105374928	6
-	LOC105374928	6
LOC105374929	LOC105374929	6
-	LOC105374929	6
LOC105374931	LOC105374931	6
-	LOC105374931	6
LOC105374933	LOC105374933	6
-	LOC105374933	6
LOC105374934	LOC105374934	6
-	LOC105374934	6
LOC105374935	LOC105374935	6
-	LOC105374935	6
LOC105374936	LOC105374936	6
-	LOC105374936	6
LOC105374937	LOC105374937	6
-	LOC105374937	6
LOC105374938	LOC105374938	6
-	LOC105374938	6
LOC105374939	LOC105374939	6
-	LOC105374939	6
LOC105374940	LOC105374940	6
-	LOC105374940	6
LOC105374942	LOC105374942	6
-	LOC105374942	6
LOC105374943	LOC105374943	6
-	LOC105374943	6
LOC105374944	LOC105374944	6
-	LOC105374944	6
LOC105374945	LOC105374945	6
-	LOC105374945	6
LOC105374946	LOC105374946	6
-	LOC105374946	6
LOC105374947	LOC105374947	6
-	LOC105374947	6
LOC105374948	LOC105374948	6
-	LOC105374948	6
LOC105374949	LOC105374949	6
-	LOC105374949	6
LOC105374951	LOC105374951	6
-	LOC105374951	6
LOC105374952	LOC105374952	6
-	LOC105374952	6
LOC105374953	LOC105374953	6
-	LOC105374953	6
LOC105374955	LOC105374955	6
-	LOC105374955	6
LOC105374956	LOC105374956	6
-	LOC105374956	6
LOC105374957	LOC105374957	6
-	LOC105374957	6
LOC105374958	LOC105374958	6
-	LOC105374958	6
LOC105374959	LOC105374959	6
-	LOC105374959	6
LOC105374960	LOC105374960	6
-	LOC105374960	6
LOC105374961	LOC105374961	6
-	LOC105374961	6
LOC105374963	LOC105374963	6
-	LOC105374963	6
LOC105374965	LOC105374965	6
-	LOC105374965	6
LOC105374966	LOC105374966	6
-	LOC105374966	6
LOC105374968	LOC105374968	6
-	LOC105374968	6
LOC105374970	LOC105374970	6
-	LOC105374970	6
LOC105374971	LOC105374971	6
-	LOC105374971	6
LOC105374972	LOC105374972	6
-	LOC105374972	6
LOC105374973	LOC105374973	6
-	LOC105374973	6
LOC105374974	LOC105374974	6
-	LOC105374974	6
LOC105374975	LOC105374975	6
-	LOC105374975	6
LOC105374976	LOC105374976	6
-	LOC105374976	6
LOC105374978	LOC105374978	6
-	LOC105374978	6
LOC105374981	LOC105374981	6
-	LOC105374981	6
LOC105374985	LOC105374985	6
-	LOC105374985	6
LOC105374986	LOC105374986	6
-	LOC105374986	6
LOC105374988	LOC105374988	6
-	LOC105374988	6
LOC105374989	LOC105374989	6
-	LOC105374989	6
LOC105374990	LOC105374990	6
-	LOC105374990	6
LOC105374991	LOC105374991	6
-	LOC105374991	6
LOC105374992	LOC105374992	6
-	LOC105374992	6
LOC105374995	LOC105374995	6
-	LOC105374995	6
LOC105374996	LOC105374996	6
-	LOC105374996	6
LOC105374997	LOC105374997	6
-	LOC105374997	6
LOC105374998	LOC105374998	6
-	LOC105374998	6
LOC105375001	LOC105375001	6
-	LOC105375001	6
LOC105375002	LOC105375002	6
-	LOC105375002	6
LOC105375003	LOC105375003	6
-	LOC105375003	6
LOC105375004	LOC105375004	6
-	LOC105375004	6
LOC105375005	LOC105375005	6
-	LOC105375005	6
LOC105375006	LOC105375006	6
-	LOC105375006	6
LOC105375008	LOC105375008	6
-	LOC105375008	6
LOC105375009	LOC105375009	6
-	LOC105375009	6
LOC105375010	LOC105375010	6
-	LOC105375010	6
LOC105375011	LOC105375011	6
-	LOC105375011	6
LOC105375012	LOC105375012	6
-	LOC105375012	6
HCG20	HCG20	6
NCRNA00149	HCG20	6
LOC105375014	LOC105375014	6
-	LOC105375014	6
LOC105375015	LOC105375015	6
-	LOC105375015	6
LOC105375018	LOC105375018	6
-	LOC105375018	6
LOC105375019	LOC105375019	6
-	LOC105375019	6
LOC105375020	LOC105375020	6
-	LOC105375020	6
LOC105375021	LOC105375021	6
-	LOC105375021	6
LOC105375022	LOC105375022	6
-	LOC105375022	6
LOC105375023	LOC105375023	6
-	LOC105375023	6
LOC105375024	LOC105375024	6
-	LOC105375024	6
LOC105375025	LOC105375025	6
-	LOC105375025	6
LOC105375026	LOC105375026	6
-	LOC105375026	6
LOC105375027	LOC105375027	6
-	LOC105375027	6
LOC105375028	LOC105375028	6
-	LOC105375028	6
LOC105375029	LOC105375029	6
-	LOC105375029	6
LOC105375030	LOC105375030	6
-	LOC105375030	6
LOC105375034	LOC105375034	6
-	LOC105375034	6
LOC105375035	LOC105375035	6
-	LOC105375035	6
LOC105375036	LOC105375036	6
-	LOC105375036	6
LOC105375037	LOC105375037	6
-	LOC105375037	6
LOC105375038	LOC105375038	6
-	LOC105375038	6
LOC105375040	LOC105375040	6
-	LOC105375040	6
LOC105375044	LOC105375044	6
-	LOC105375044	6
LOC105375045	LOC105375045	6
-	LOC105375045	6
LOC105375046	LOC105375046	6
-	LOC105375046	6
LOC105375047	LOC105375047	6
-	LOC105375047	6
LOC105375049	LOC105375049	6
-	LOC105375049	6
LOC105375050	LOC105375050	6
-	LOC105375050	6
LOC105375051	LOC105375051	6
-	LOC105375051	6
LOC105375052	LOC105375052	6
-	LOC105375052	6
LOC105375053	LOC105375053	6
-	LOC105375053	6
LOC105375055	LOC105375055	6
-	LOC105375055	6
LOC105375056	LOC105375056	6
-	LOC105375056	6
LOC105375059	LOC105375059	6
-	LOC105375059	6
LOC105375060	LOC105375060	6
-	LOC105375060	6
LOC105375061	LOC105375061	6
-	LOC105375061	6
LOC105375063	LOC105375063	6
-	LOC105375063	6
LOC105375064	LOC105375064	6
-	LOC105375064	6
LOC105375065	LOC105375065	6
-	LOC105375065	6
LOC105375066	LOC105375066	6
-	LOC105375066	6
LOC105375067	LOC105375067	6
-	LOC105375067	6
LOC105375068	LOC105375068	6
-	LOC105375068	6
LOC105375069	LOC105375069	6
-	LOC105375069	6
LOC105375070	LOC105375070	6
-	LOC105375070	6
LOC105375072	LOC105375072	6
-	LOC105375072	6
LOC105375074	LOC105375074	6
-	LOC105375074	6
LOC105375075	LOC105375075	6
-	LOC105375075	6
LOC105375077	LOC105375077	6
-	LOC105375077	6
LOC105375078	LOC105375078	6
-	LOC105375078	6
LOC105375079	LOC105375079	6
-	LOC105375079	6
LOC105375080	LOC105375080	6
-	LOC105375080	6
LOC105375081	LOC105375081	6
-	LOC105375081	6
LOC105375082	LOC105375082	6
-	LOC105375082	6
LOC105375084	LOC105375084	6
-	LOC105375084	6
LOC105375085	LOC105375085	6
-	LOC105375085	6
LOC105375087	LOC105375087	6
-	LOC105375087	6
LOC105375088	LOC105375088	6
-	LOC105375088	6
LOC105375091	LOC105375091	6
-	LOC105375091	6
LOC105375092	LOC105375092	6
-	LOC105375092	6
LOC105375095	LOC105375095	6
-	LOC105375095	6
LOC105375097	LOC105375097	6
-	LOC105375097	6
LOC105375098	LOC105375098	6
-	LOC105375098	6
LOC105375100	LOC105375100	6
-	LOC105375100	6
LOC105375101	LOC105375101	6
-	LOC105375101	6
LOC105375102	LOC105375102	6
-	LOC105375102	6
LOC105375103	LOC105375103	6
-	LOC105375103	6
LOC105375106	LOC105375106	6
-	LOC105375106	6
LOC105375107	LOC105375107	6
-	LOC105375107	6
LOC105375111	LOC105375111	6
-	LOC105375111	6
LOC105375112	LOC105375112	7
-	LOC105375112	7
LOC105375113	LOC105375113	7
-	LOC105375113	7
LOC105375114	LOC105375114	7
-	LOC105375114	7
LOC105375115	LOC105375115	7
-	LOC105375115	7
LOC105375116	LOC105375116	7
-	LOC105375116	7
LOC105375117	LOC105375117	7
-	LOC105375117	7
LOC105375118	LOC105375118	7
-	LOC105375118	7
LOC105375119	LOC105375119	7
-	LOC105375119	7
LOC105375120	LOC105375120	7
-	LOC105375120	7
LOC105375122	LOC105375122	7
-	LOC105375122	7
LOC105375123	LOC105375123	7
-	LOC105375123	7
LOC105375124	LOC105375124	7
-	LOC105375124	7
LOC105375126	LOC105375126	7
-	LOC105375126	7
LOC105375127	LOC105375127	7
-	LOC105375127	7
LOC105375128	LOC105375128	7
-	LOC105375128	7
LOC105375130	LOC105375130	7
-	LOC105375130	7
LOC105375131	LOC105375131	7
-	LOC105375131	7
LOC105375132	LOC105375132	7
-	LOC105375132	7
LOC105375133	LOC105375133	7
-	LOC105375133	7
LOC105375134	LOC105375134	7
-	LOC105375134	7
LOC105375138	LOC105375138	7
-	LOC105375138	7
LOC105375141	LOC105375141	7
-	LOC105375141	7
LOC105375142	LOC105375142	7
-	LOC105375142	7
LOC105375144	LOC105375144	7
-	LOC105375144	7
LOC105375145	LOC105375145	7
-	LOC105375145	7
LOC105375146	LOC105375146	7
-	LOC105375146	7
LOC105375147	LOC105375147	7
-	LOC105375147	7
LOC105375148	LOC105375148	7
-	LOC105375148	7
LOC105375149	LOC105375149	7
-	LOC105375149	7
LOC105375150	LOC105375150	7
-	LOC105375150	7
LOC105375151	LOC105375151	7
-	LOC105375151	7
LOC105375152	LOC105375152	7
-	LOC105375152	7
LOC105375153	LOC105375153	7
-	LOC105375153	7
LOC105375154	LOC105375154	7
-	LOC105375154	7
LOC105375155	LOC105375155	7
-	LOC105375155	7
LOC105375156	LOC105375156	7
-	LOC105375156	7
LOC105375157	LOC105375157	7
-	LOC105375157	7
LOC105375158	LOC105375158	7
-	LOC105375158	7
LOC105375159	LOC105375159	7
-	LOC105375159	7
LOC105375161	LOC105375161	7
-	LOC105375161	7
LOC105375162	LOC105375162	7
-	LOC105375162	7
LOC105375163	LOC105375163	7
-	LOC105375163	7
LOC105375164	LOC105375164	7
-	LOC105375164	7
LOC105375166	LOC105375166	7
-	LOC105375166	7
LOC105375167	LOC105375167	7
-	LOC105375167	7
LOC105375168	LOC105375168	7
-	LOC105375168	7
LOC105375169	LOC105375169	7
-	LOC105375169	7
LOC105375170	LOC105375170	7
-	LOC105375170	7
LOC105375171	LOC105375171	7
-	LOC105375171	7
LOC105375172	LOC105375172	7
-	LOC105375172	7
LOC105375174	LOC105375174	7
-	LOC105375174	7
LOC105375176	LOC105375176	7
-	LOC105375176	7
LOC105375179	LOC105375179	7
-	LOC105375179	7
LOC105375180	LOC105375180	7
-	LOC105375180	7
LOC105375181	LOC105375181	7
-	LOC105375181	7
LOC105375183	LOC105375183	7
-	LOC105375183	7
LOC105375184	LOC105375184	7
-	LOC105375184	7
LOC105375185	LOC105375185	7
-	LOC105375185	7
LOC105375186	LOC105375186	7
-	LOC105375186	7
LOC105375187	LOC105375187	7
-	LOC105375187	7
LOC105375188	LOC105375188	7
-	LOC105375188	7
LOC105375191	LOC105375191	7
-	LOC105375191	7
TSEN15P3	TSEN15P3	7
-	TSEN15P3	7
LOC105375193	LOC105375193	7
-	LOC105375193	7
LOC105375194	LOC105375194	7
-	LOC105375194	7
LOC105375195	LOC105375195	7
-	LOC105375195	7
LOC105375196	LOC105375196	7
-	LOC105375196	7
LOC105375198	LOC105375198	7
-	LOC105375198	7
LOC105375199	LOC105375199	7
-	LOC105375199	7
LOC105375200	LOC105375200	7
-	LOC105375200	7
LOC105375201	LOC105375201	7
-	LOC105375201	7
LOC105375202	LOC105375202	7
-	LOC105375202	7
LOC105375205	LOC105375205	7
HOXA-AS2	LOC105375205	7
LOC105375206	LOC105375206	7
-	LOC105375206	7
LOC105375207	LOC105375207	7
-	LOC105375207	7
LOC105375208	LOC105375208	7
-	LOC105375208	7
LOC105375210	LOC105375210	7
-	LOC105375210	7
LOC105375211	LOC105375211	7
-	LOC105375211	7
LOC105375213	LOC105375213	7
-	LOC105375213	7
LOC105375215	LOC105375215	7
-	LOC105375215	7
LOC105375216	LOC105375216	7
-	LOC105375216	7
LOC105375217	LOC105375217	7
-	LOC105375217	7
LOC105375218	LOC105375218	7
-	LOC105375218	7
LOC105375219	LOC105375219	7
-	LOC105375219	7
LOC105375220	LOC105375220	7
-	LOC105375220	7
LOC105375221	LOC105375221	7
-	LOC105375221	7
LOC105375222	LOC105375222	7
-	LOC105375222	7
LOC105375224	LOC105375224	7
-	LOC105375224	7
LOC105375227	LOC105375227	7
-	LOC105375227	7
LOC105375228	LOC105375228	7
-	LOC105375228	7
LOC105375230	LOC105375230	7
-	LOC105375230	7
LOC105375231	LOC105375231	7
-	LOC105375231	7
LOC105375233	LOC105375233	7
-	LOC105375233	7
LOC105375235	LOC105375235	7
-	LOC105375235	7
LOC105375236	LOC105375236	7
-	LOC105375236	7
LOC105375237	LOC105375237	7
-	LOC105375237	7
LOC105375238	LOC105375238	7
-	LOC105375238	7
LOC105375239	LOC105375239	7
-	LOC105375239	7
LOC105375240	LOC105375240	7
-	LOC105375240	7
LOC105375241	LOC105375241	7
-	LOC105375241	7
LOC105375242	LOC105375242	7
-	LOC105375242	7
LOC105375243	LOC105375243	7
-	LOC105375243	7
LOC105375244	LOC105375244	7
-	LOC105375244	7
LOC105375245	LOC105375245	7
-	LOC105375245	7
LOC105375246	LOC105375246	7
-	LOC105375246	7
LOC105375247	LOC105375247	7
-	LOC105375247	7
LOC105375248	LOC105375248	7
-	LOC105375248	7
LOC105375249	LOC105375249	7
-	LOC105375249	7
LOC105375250	LOC105375250	7
-	LOC105375250	7
LOC105375251	LOC105375251	7
-	LOC105375251	7
LOC105375252	LOC105375252	7
-	LOC105375252	7
LOC105375253	LOC105375253	7
-	LOC105375253	7
LOC105375254	LOC105375254	7
-	LOC105375254	7
LOC105375256	LOC105375256	7
-	LOC105375256	7
LOC105375257	LOC105375257	7
-	LOC105375257	7
LOC105375258	LOC105375258	7
-	LOC105375258	7
LOC105375259	LOC105375259	7
-	LOC105375259	7
LOC105375260	LOC105375260	7
-	LOC105375260	7
LINC01952	LINC01952	7
-	LINC01952	7
LOC105375262	LOC105375262	7
-	LOC105375262	7
LOC105375264	LOC105375264	7
-	LOC105375264	7
LOC105375265	LOC105375265	7
-	LOC105375265	7
LOC105375266	LOC105375266	7
-	LOC105375266	7
LOC105375267	LOC105375267	7
-	LOC105375267	7
LOC105375268	LOC105375268	7
-	LOC105375268	7
LOC105375270	LOC105375270	7
-	LOC105375270	7
LOC105375271	LOC105375271	7
-	LOC105375271	7
LOC105375272	LOC105375272	7
-	LOC105375272	7
LOC105375273	LOC105375273	7
-	LOC105375273	7
LOC105375277	LOC105375277	7
-	LOC105375277	7
LOC105375278	LOC105375278	7
-	LOC105375278	7
LOC105375282	LOC105375282	7
-	LOC105375282	7
GS1-278J22.2	GS1-278J22.2	7
-	GS1-278J22.2	7
LOC105375284	LOC105375284	7
-	LOC105375284	7
LOC105375287	LOC105375287	7
-	LOC105375287	7
LOC105375288	LOC105375288	7
-	LOC105375288	7
LOC105375289	LOC105375289	7
-	LOC105375289	7
LOC105375291	LOC105375291	7
-	LOC105375291	7
LOC105375292	LOC105375292	7
-	LOC105375292	7
LOC105375294	LOC105375294	7
-	LOC105375294	7
LOC105375295	LOC105375295	7
-	LOC105375295	7
LOC105375296	LOC105375296	7
-	LOC105375296	7
LOC105375297	LOC105375297	7
-	LOC105375297	7
LOC105375298	LOC105375298	7
-	LOC105375298	7
LOC105375299	LOC105375299	7
-	LOC105375299	7
LOC105375300	LOC105375300	7
-	LOC105375300	7
LOC105375301	LOC105375301	7
-	LOC105375301	7
LOC105375302	LOC105375302	7
-	LOC105375302	7
LOC105375303	LOC105375303	7
-	LOC105375303	7
LOC105375304	LOC105375304	7
-	LOC105375304	7
LOC105375307	LOC105375307	2
-	LOC105375307	2
LOC105375308	LOC105375308	2
-	LOC105375308	2
LOC105375309	LOC105375309	2
-	LOC105375309	2
LOC105375310	LOC105375310	2
-	LOC105375310	2
LOC105375311	LOC105375311	2
-	LOC105375311	2
LOC105375313	LOC105375313	7
-	LOC105375313	7
LOC105375314	LOC105375314	7
-	LOC105375314	7
LOC105375315	LOC105375315	7
-	LOC105375315	7
LOC105375317	LOC105375317	7
-	LOC105375317	7
LOC105375318	LOC105375318	7
-	LOC105375318	7
LOC105375319	LOC105375319	7
-	LOC105375319	7
LOC105375321	LOC105375321	7
-	LOC105375321	7
LOC105375322	LOC105375322	7
-	LOC105375322	7
LOC105375323	LOC105375323	7
-	LOC105375323	7
LOC105375324	LOC105375324	7
-	LOC105375324	7
LOC105375326	LOC105375326	7
-	LOC105375326	7
LOC105375328	LOC105375328	7
-	LOC105375328	7
LOC105375329	LOC105375329	7
-	LOC105375329	7
LOC105375330	LOC105375330	7
-	LOC105375330	7
LOC105375333	LOC105375333	7
-	LOC105375333	7
LOC105375334	LOC105375334	7
-	LOC105375334	7
LOC105375335	LOC105375335	7
-	LOC105375335	7
LOC105375336	LOC105375336	7
-	LOC105375336	7
LOC105375337	LOC105375337	7
-	LOC105375337	7
LOC105375340	LOC105375340	7
-	LOC105375340	7
LOC105375341	LOC105375341	7
-	LOC105375341	7
LOC105375342	LOC105375342	7
-	LOC105375342	7
LOC105375343	LOC105375343	7
-	LOC105375343	7
LOC105375344	LOC105375344	7
-	LOC105375344	7
LOC105375345	LOC105375345	7
-	LOC105375345	7
LOC105375346	LOC105375346	7
-	LOC105375346	7
LOC105375347	LOC105375347	7
-	LOC105375347	7
LOC105375350	LOC105375350	7
-	LOC105375350	7
LOC105375352	LOC105375352	7
-	LOC105375352	7
UPK3B	UPK3B	7
P35	UPK3B	7
UP3B	UPK3B	7
UPIIIB	UPK3B	7
LOC105375356	LOC105375356	7
-	LOC105375356	7
LOC105375358	LOC105375358	7
-	LOC105375358	7
LOC105375359	LOC105375359	7
-	LOC105375359	7
LOC105375361	LOC105375361	7
-	LOC105375361	7
LOC105375363	LOC105375363	7
-	LOC105375363	7
LOC105375366	LOC105375366	7
-	LOC105375366	7
LOC105375368	LOC105375368	7
-	LOC105375368	7
LOC105375369	LOC105375369	7
-	LOC105375369	7
LOC105375370	LOC105375370	7
-	LOC105375370	7
LOC105375371	LOC105375371	7
-	LOC105375371	7
LOC105375372	LOC105375372	7
-	LOC105375372	7
LOC105375373	LOC105375373	7
-	LOC105375373	7
LOC105375376	LOC105375376	7
-	LOC105375376	7
LOC105375377	LOC105375377	7
-	LOC105375377	7
LOC105375378	LOC105375378	7
-	LOC105375378	7
LINC00972	LINC00972	7
-	LINC00972	7
LOC105375381	LOC105375381	7
-	LOC105375381	7
LOC105375382	LOC105375382	7
-	LOC105375382	7
LOC105375384	LOC105375384	7
-	LOC105375384	7
LOC105375386	LOC105375386	7
-	LOC105375386	7
LOC105375387	LOC105375387	7
-	LOC105375387	7
LOC105375392	LOC105375392	7
-	LOC105375392	7
LOC105375396	LOC105375396	7
-	LOC105375396	7
LOC105375397	LOC105375397	7
-	LOC105375397	7
LOC105375400	LOC105375400	7
-	LOC105375400	7
LOC105375401	LOC105375401	7
-	LOC105375401	7
LOC105375402	LOC105375402	7
-	LOC105375402	7
LOC105375403	LOC105375403	7
-	LOC105375403	7
LOC105375404	LOC105375404	7
-	LOC105375404	7
LOC105375405	LOC105375405	7
-	LOC105375405	7
LOC105375408	LOC105375408	7
-	LOC105375408	7
LOC105375409	LOC105375409	7
-	LOC105375409	7
LOC105375410	LOC105375410	7
-	LOC105375410	7
LOC105375411	LOC105375411	7
-	LOC105375411	7
LOC105375412	LOC105375412	7
-	LOC105375412	7
LOC105375414	LOC105375414	7
-	LOC105375414	7
LOC105375416	LOC105375416	7
-	LOC105375416	7
LOC105375417	LOC105375417	7
-	LOC105375417	7
LOC105375418	LOC105375418	7
-	LOC105375418	7
LOC105375419	LOC105375419	7
-	LOC105375419	7
LOC105375421	LOC105375421	7
-	LOC105375421	7
LOC105375422	LOC105375422	7
-	LOC105375422	7
LOC105375423	LOC105375423	7
-	LOC105375423	7
LOC105375424	LOC105375424	7
-	LOC105375424	7
LOC105375425	LOC105375425	7
-	LOC105375425	7
LOC105375426	LOC105375426	7
-	LOC105375426	7
LOC105375427	LOC105375427	7
-	LOC105375427	7
LOC105375429	LOC105375429	7
-	LOC105375429	7
SLC12A9-AS1	SLC12A9-AS1	7
-	SLC12A9-AS1	7
LOC105375431	LOC105375431	7
-	LOC105375431	7
LOC105375433	LOC105375433	7
-	LOC105375433	7
LOC105375434	LOC105375434	7
-	LOC105375434	7
LOC105375435	LOC105375435	7
-	LOC105375435	7
LOC105375436	LOC105375436	7
-	LOC105375436	7
LOC105375438	LOC105375438	7
-	LOC105375438	7
LOC105375440	LOC105375440	7
-	LOC105375440	7
LOC105375441	LOC105375441	7
-	LOC105375441	7
LOC105375443	LOC105375443	7
-	LOC105375443	7
LOC105375444	LOC105375444	7
-	LOC105375444	7
LOC105375445	LOC105375445	7
-	LOC105375445	7
LOC105375446	LOC105375446	7
-	LOC105375446	7
